size,old,branchy,branchless,prefetch,careful,lowerBound,upperBound,equalRange,improvedLowerBound,improvedUpperBound,improvedEqualRange
14696,1.0000,0.8039,0.3725,0.4118,0.3725,0.8627,0.8431,1.6667,0.3725,0.3922,0.8627
14776,1.0000,0.8077,0.3462,0.3654,0.3462,0.8654,0.8654,1.8462,0.3269,0.3077,0.7308
14856,1.0000,0.8298,0.3404,0.3830,0.3617,0.9149,0.8936,1.7234,0.3404,0.3404,0.8085
14936,1.0000,0.8125,0.3542,0.3750,0.3542,0.8750,0.8750,1.6875,0.3333,0.3333,0.7917
15016,1.0000,0.8085,0.3404,0.3830,0.3617,0.8936,0.8723,1.7234,0.3404,0.3404,0.7872
15096,1.0000,0.8085,0.3404,0.3830,0.3617,0.9149,0.8723,1.7234,0.3404,0.3404,0.9787
15176,1.0000,0.8085,0.5319,0.3830,0.3617,0.9149,0.8723,1.7021,0.3404,0.3404,0.7872
15256,1.0000,0.8085,0.3404,0.3830,0.3617,0.8936,0.8723,1.7234,0.3404,0.3404,0.7872
15336,1.0000,0.8163,0.3469,0.3673,0.3673,0.8776,0.8776,1.6939,0.3469,0.3469,0.7959
15416,1.0000,0.8163,0.3469,0.3673,0.3673,0.8776,0.8776,1.7143,0.3469,0.3469,0.7959
15496,1.0000,0.8125,0.3333,0.3750,0.3542,0.8750,0.8542,1.6875,0.3333,0.3333,0.7917
15576,1.0000,0.8125,0.3542,0.3750,0.3542,0.8750,0.8750,1.7292,0.3333,0.3333,0.7917
15656,1.0000,0.8085,0.3617,0.3830,0.3830,0.9787,0.8936,1.7234,0.3404,0.3404,0.8085
15736,1.0000,0.8125,0.3333,0.3750,0.3542,0.8958,0.8542,1.6875,0.3333,0.3333,0.7917
15816,1.0000,0.8125,0.3333,0.3750,0.3542,0.8958,0.8542,1.7083,0.3333,0.3333,0.7917
15896,1.0000,0.8125,0.3333,0.3750,0.3542,0.9167,0.8750,1.6875,0.3333,0.3333,0.7917
15976,1.0000,0.8125,0.3333,0.3750,0.3542,0.8750,0.8750,1.7083,0.3333,0.3333,0.7917
16064,1.0000,0.8125,0.3333,0.3750,0.3542,0.8958,0.8750,1.7083,0.3333,0.3333,0.7917
16152,1.0000,0.8125,0.3333,0.3750,0.3542,0.8750,0.8750,1.6875,0.3333,0.3333,0.7917
16240,1.0000,0.7917,0.3333,0.3750,0.3542,0.8958,0.8750,1.7292,0.3333,0.3333,0.7917
16328,1.0000,0.8125,0.3333,0.3750,0.3750,0.9167,0.8750,1.8958,0.3333,0.3333,0.7917
16416,1.0000,0.8333,0.4167,0.4167,0.4167,0.8750,0.8542,1.7083,0.3750,0.3750,0.9167
16504,1.0000,0.8333,0.3958,0.4167,0.4167,0.8750,0.8958,1.7292,0.3750,0.3750,0.9167
16592,1.0000,0.8333,0.3958,0.4167,0.4167,0.8958,0.8750,1.7500,0.3750,0.3750,0.9167
16680,1.0000,0.8333,0.3958,0.4167,0.4167,0.8958,0.8958,1.7292,0.3750,0.3750,0.9167
16768,1.0000,0.8333,0.3958,0.4167,0.4167,0.8958,0.8958,1.7083,0.3750,0.3750,0.9167
16856,1.0000,0.8542,0.3958,0.4167,0.4167,0.8958,0.8958,1.7083,0.3750,0.3750,0.9375
16944,1.0000,0.8542,0.3958,0.4167,0.4167,0.8750,0.8750,1.7292,0.3750,0.3750,0.9167
17032,1.0000,0.8542,0.3958,0.4167,0.4167,0.8958,0.8750,1.7500,0.3958,0.3958,0.9167
17120,1.0000,0.8367,0.3878,0.4082,0.4082,0.8776,0.8776,1.6939,0.3673,0.3673,0.8980
17208,1.0000,0.8367,0.3878,0.4082,0.4082,0.8776,0.8571,1.6939,0.3673,0.3673,0.8980
17296,1.0000,0.8333,0.3958,0.4167,0.4167,0.8750,0.8750,1.7292,0.3750,0.3750,0.9167
17384,1.0000,0.8542,0.3958,0.4167,0.4583,0.8958,0.8958,1.7500,0.3750,0.3750,0.9375
17472,1.0000,0.8542,0.4167,0.4375,0.4167,0.8958,0.8958,1.7500,0.3750,0.3750,0.9167
17560,1.0000,0.8367,0.4082,0.4286,0.4082,0.8776,0.8776,1.6531,0.3878,0.3878,0.8980
17656,1.0000,0.5797,0.2754,0.2899,0.2899,0.6667,0.6087,1.2029,0.2609,0.2609,0.6377
17752,1.0000,0.8163,0.3878,0.4082,0.4082,0.8776,0.8776,1.6531,0.3673,0.3673,0.8980
17848,1.0000,0.8333,0.3958,0.4167,0.4167,0.8750,1.0833,1.7292,0.3750,0.3750,0.9167
17944,1.0000,0.8542,0.4583,0.4792,0.5000,0.9375,0.8750,1.7500,0.4167,0.4167,0.9792
18040,1.0000,0.8542,0.3958,0.4167,0.4167,0.8750,0.8750,1.7292,0.3750,0.3750,0.9167
18136,1.0000,0.8542,0.3958,0.4167,0.4167,0.8958,0.8958,1.7292,0.3750,0.3750,0.9167
18232,1.0000,0.8367,0.4082,0.4286,0.4082,0.8776,0.8776,1.6939,0.3878,0.3878,1.0612
18328,1.0000,0.8367,0.3878,0.4082,0.4082,0.8980,0.8776,1.6735,0.3673,0.3673,0.8980
18424,1.0000,0.8367,0.3878,0.4082,0.4082,0.8571,0.8571,1.6939,0.3673,0.3673,0.8980
18520,1.0000,0.8367,0.3878,0.4082,0.4082,0.8776,0.8571,1.7143,0.3673,0.3673,0.8980
18616,1.0000,0.8333,0.3958,0.4167,0.4167,0.8958,0.8750,1.7292,0.3750,0.3750,0.9167
18712,1.0000,0.8333,0.3958,0.4167,0.4167,0.9167,0.8750,1.7292,0.3750,0.3750,0.9167
18808,1.0000,0.8542,0.3958,0.4167,0.4167,0.9167,0.8750,1.7708,0.3750,0.3750,0.9167
18904,1.0000,0.8163,0.3878,0.4082,0.4082,0.8571,0.8980,1.6735,0.3673,0.3673,0.8980
19000,1.0000,0.8542,0.3958,0.4167,0.4167,0.9167,0.8958,1.7292,0.3750,0.3750,0.9167
19096,1.0000,0.8367,0.3878,0.4082,0.4082,0.8776,0.8571,1.7143,0.3673,0.3673,0.8980
19192,1.0000,0.8367,0.3878,0.4082,0.4082,0.8776,0.8776,1.7143,0.3673,0.3673,0.8980
19296,1.0000,0.8367,0.3878,0.4082,0.4082,0.9184,0.8776,1.7143,0.3673,0.3673,0.8980
19400,1.0000,0.8163,0.3878,0.4082,0.4082,0.8776,0.8776,1.6939,0.3673,0.3673,0.8980
19504,1.0000,0.8367,0.3878,0.4082,0.4082,0.8776,1.4490,1.6939,0.3673,0.3673,0.8980
19608,1.0000,0.8542,0.3958,0.4167,0.4167,0.9167,0.8750,1.7500,0.3750,0.3750,0.9167
19712,1.0000,0.8200,0.3800,0.4000,0.4000,0.8800,0.8400,1.6800,0.3600,0.3600,0.8800
19816,1.0000,0.8367,0.3878,0.4082,0.4082,0.8980,0.8776,1.7143,0.3673,0.3673,1.4286
19920,1.0000,0.8367,0.5510,0.4082,0.4082,0.8776,0.8571,1.7143,0.3673,0.3673,0.8980
20024,1.0000,0.8200,0.3800,0.4000,0.4000,0.8600,0.8600,1.7000,0.3600,0.3600,0.8800
20128,1.0000,0.8367,0.3878,0.4082,0.4082,0.8776,0.8776,1.6939,0.3673,0.3673,0.8980
20232,1.0000,1.1224,0.3878,0.4082,0.4082,0.8980,0.8776,1.7143,0.3673,0.3673,0.8980
20336,1.0000,0.8367,0.3878,0.4082,0.4082,0.8776,1.2041,1.7143,0.3673,0.3673,0.8980
20440,1.0000,0.8367,0.3878,0.4082,0.4082,0.9184,0.8776,1.7347,0.3673,0.3673,0.8980
20544,1.0000,0.8367,0.3878,0.4082,0.4082,0.8776,0.8980,1.7347,0.3673,0.3673,0.8980
20648,1.0000,0.8367,0.3878,0.4082,0.4082,0.8980,0.8571,1.7143,0.3673,0.3673,0.8980
20752,1.0000,0.8367,0.3878,0.4082,0.4082,0.8980,0.8776,1.7347,0.3673,0.5510,0.8980
20864,1.0000,0.8367,0.3878,0.4082,0.4082,0.8776,0.8776,1.7143,0.3673,0.3673,0.8980
20976,1.0000,0.8367,0.3878,0.4082,0.4082,0.8980,0.8980,1.7143,0.3673,0.3673,0.8980
21088,1.0000,0.8367,0.3878,0.4082,0.4082,0.9184,1.0204,1.7551,0.3673,0.3673,0.8980
21200,1.0000,0.8367,0.3878,0.4082,0.4082,0.9184,0.8980,1.7347,0.3673,0.3673,0.8980
21312,1.0000,0.8200,0.3800,0.4000,0.4000,0.9000,0.8600,1.6800,0.3600,0.3600,0.8800
21424,1.0000,0.8400,0.3800,0.4000,0.4200,0.9000,0.8600,1.7200,0.3800,0.3800,0.8800
21536,1.0000,1.0816,0.3878,0.4082,0.4082,0.9388,0.8776,1.6939,0.3673,0.3673,0.8980
21648,1.0000,0.8571,0.3878,0.4082,0.4082,0.8980,0.8776,1.7347,0.3673,0.3673,0.8980
21760,1.0000,0.8367,0.3878,0.4082,0.4082,0.9184,0.8980,1.7347,0.3673,0.3673,0.8980
21872,1.0000,0.8367,0.3878,0.6735,0.4082,0.8980,0.8776,1.7143,0.3878,0.3878,0.8980
21984,1.0000,0.8367,0.3878,0.4082,0.4082,0.8980,0.8776,1.7347,0.3673,0.3673,0.8980
22096,1.0000,0.8367,0.3878,0.4082,0.4082,0.8776,0.8776,1.7347,0.3673,0.3673,0.8980
22208,1.0000,0.8400,0.3800,0.4000,0.4000,0.8800,0.8800,1.7200,0.3600,0.3600,0.8800
22320,1.0000,0.8200,0.3800,0.4000,0.4000,0.8800,0.8800,1.7200,0.3600,0.3600,0.8800
22440,1.0000,0.8200,0.3800,0.4000,0.4000,0.8800,0.8800,1.7400,0.3600,0.3600,0.8800
22560,1.0000,0.8571,0.3878,0.4082,0.4082,0.9388,0.8980,1.7347,0.3673,0.3673,0.8980
22680,1.0000,0.8400,0.3800,0.4000,0.4000,0.8800,0.8800,1.7200,0.3600,0.3600,0.8800
22800,1.0000,0.8200,0.3800,0.4000,0.4000,0.8800,0.8800,1.7200,0.3600,0.3600,0.8800
22920,1.0000,0.8367,0.3878,0.4082,0.4082,0.8980,0.8776,1.7755,0.3673,0.3673,0.8980
23040,1.0000,0.8367,0.3878,0.4082,0.4082,0.8980,0.8980,1.7755,0.3673,0.3673,0.8980
23160,1.0000,0.8400,0.3800,0.4000,0.4000,0.8800,0.8600,1.7200,0.3600,0.3600,0.8800
23280,1.0000,0.8367,0.3878,0.4082,0.4082,0.8776,0.8776,1.7347,0.3673,0.3673,0.8980
23400,1.0000,0.8200,0.3800,0.4000,0.4000,0.8800,0.8800,1.7000,0.3600,0.3600,0.8800
23520,1.0000,0.8400,0.3800,0.4000,0.4000,0.8800,0.8600,1.7200,0.3600,0.3600,0.8800
23640,1.0000,0.6774,0.3065,0.3226,0.3226,0.7258,0.7097,1.4032,0.2903,0.2903,0.7097
23760,1.0000,0.7241,0.3276,0.3448,0.3448,0.7759,0.7586,1.4828,0.3103,0.3103,0.7586
23880,1.0000,0.8571,0.3878,0.4082,0.4082,0.8980,0.8776,1.7755,0.3673,0.3673,0.8980
24000,1.0000,0.8200,0.3800,0.4000,0.4000,0.8800,0.8600,1.7000,0.3600,0.3600,0.8800
24128,1.0000,0.8400,0.3800,0.4000,0.4000,0.8800,0.8800,1.7200,0.3600,0.3600,0.8800
24256,1.0000,0.8400,0.3800,0.4000,0.4000,0.8800,0.9000,1.7200,0.3600,0.3600,0.8800
24384,1.0000,0.8200,0.3800,0.4000,0.4000,0.9000,0.8800,1.7200,0.3600,0.3600,0.8800
24512,1.0000,0.8200,0.3800,0.4000,0.4000,0.8800,0.8800,1.7000,0.3600,0.3600,0.8800
24640,1.0000,0.8400,0.3800,0.4000,0.4000,0.8800,0.8800,1.7200,0.3600,0.3600,0.8800
24768,1.0000,0.8200,0.3800,0.4000,0.4000,0.8800,0.8800,1.7400,0.3600,0.3600,0.8800
24896,1.0000,0.8200,0.3800,0.4000,0.4000,0.9000,0.8800,1.7400,0.3600,0.3600,0.8800
25024,1.0000,0.8200,0.3800,0.4000,0.4000,0.8800,0.8800,1.7400,0.3600,0.3600,0.8800
25152,1.0000,0.8039,0.3922,0.4314,0.4314,0.8824,0.8431,1.7059,0.3725,0.3725,1.0000
25280,1.0000,0.8235,0.3725,0.3922,0.3922,0.8824,0.8627,1.7059,0.3529,0.3529,0.8627
25408,1.0000,0.8200,0.3800,0.4000,0.4000,0.8800,0.8800,1.9200,0.3600,0.3600,0.8800
25536,1.0000,0.8039,0.3725,0.3922,0.3922,0.8824,0.8627,1.7255,0.3725,0.3725,0.8627
25672,1.0000,0.8039,0.3725,0.3922,0.3922,0.8824,0.8627,1.7059,0.3529,0.3529,0.8627
25808,1.0000,0.8235,0.3725,0.3922,0.3922,0.9020,0.8627,1.7255,0.3529,0.3529,0.8627
25944,1.0000,0.8200,0.3800,0.4000,0.4000,0.8800,0.8600,1.7200,0.3600,0.3600,0.8800
26080,1.0000,1.0600,0.3800,0.4000,0.4000,0.8800,0.8600,1.7400,0.3600,0.3600,0.8800
26216,1.0000,0.8235,0.3725,0.3922,0.3922,0.8627,0.8627,1.7255,0.3529,0.3529,0.8627
26352,1.0000,0.8235,0.3725,0.3922,0.3922,0.8627,0.8627,1.7059,0.3529,0.3529,0.8627
26488,1.0000,0.8235,0.3725,0.3922,0.3922,0.8627,0.8627,1.7059,0.3725,0.3725,0.8627
26624,1.0000,1.1176,0.3725,0.3922,0.3922,0.9020,0.8824,1.7059,0.3529,0.3529,0.8627
26760,1.0000,0.8200,0.3800,0.4000,0.4000,0.8800,0.8800,1.7400,0.3600,0.3600,0.8800
26896,1.0000,0.8235,0.3725,0.3922,0.3922,0.8824,0.8627,1.7059,0.3529,0.3529,0.8627
27032,1.0000,0.8200,0.3800,0.4000,0.4000,0.9200,0.8800,1.7400,0.3600,0.3600,0.8800
27168,1.0000,0.8039,0.3922,0.3922,0.3922,0.8824,0.8627,1.7059,0.3529,0.3529,0.8627
27312,1.0000,0.8235,0.3725,0.5490,0.3922,0.8627,0.8627,1.7255,0.3529,0.3529,0.8627
27456,1.0000,0.8235,0.3922,0.3922,0.3922,0.9020,0.8627,1.9804,0.3529,0.3529,0.8627
27600,1.0000,0.8235,0.3725,0.3922,0.3922,0.9216,0.8627,1.7059,0.3529,0.3529,0.8627
27744,1.0000,0.8077,0.3654,0.3846,0.3846,0.9038,0.8654,1.7308,0.3462,0.3462,0.8462
27888,1.0000,0.8235,0.3725,0.3922,0.3922,0.9020,0.8824,1.7255,0.3529,0.3529,0.8627
28032,1.0000,0.8400,0.3800,0.4000,0.4000,0.9000,0.8800,1.7800,0.3600,0.3600,0.8800
28176,1.0000,0.8039,0.3725,0.3922,0.3922,0.9020,0.8824,1.7255,0.3529,0.3529,0.8627
28320,1.0000,0.8235,0.3922,0.3922,0.3922,0.9020,0.8824,1.7451,0.3529,0.3529,0.8627
28464,1.0000,0.7119,0.3220,0.3390,0.3390,0.7966,0.7627,1.5085,0.3051,0.3051,0.7458
28608,1.0000,1.0392,0.3725,0.3922,0.3922,0.8824,0.8824,1.7255,0.3529,0.3529,0.8627
28752,1.0000,0.8235,0.3922,0.3922,0.3922,0.9216,0.8824,1.7451,0.3529,0.3529,0.8627
28904,1.0000,0.8039,0.3725,0.3922,0.3922,0.9020,0.8627,1.7451,0.3529,0.3529,0.8627
29056,1.0000,0.8235,0.3725,0.3922,0.7059,0.8824,0.8824,1.7451,0.3529,0.3529,0.8627
29208,1.0000,0.8269,0.3846,0.3846,0.3846,0.8654,0.8654,1.7115,0.3462,0.3462,0.8462
29360,1.0000,0.8039,0.3725,0.3922,0.3922,0.8824,0.8627,1.7451,0.3529,0.3529,0.8627
29512,1.0000,0.8077,0.3654,0.3846,0.3846,0.9231,0.8654,1.7308,0.3462,0.3462,0.8462
29664,1.0000,0.8235,0.3922,0.3922,0.3922,1.0588,0.8824,1.7451,0.3529,0.3529,0.8627
29816,1.0000,0.8235,0.3922,0.4118,0.3922,0.9020,0.9020,1.7255,0.3725,0.3725,0.8627
29968,1.0000,0.8235,0.3725,0.3922,0.3922,0.8824,0.8627,1.7647,0.3529,0.3529,0.8627
30120,1.0000,0.8235,0.3725,0.3922,0.3922,0.9216,0.8824,1.7451,0.3529,0.3529,0.8627
30272,1.0000,0.8077,0.3846,0.4038,0.3846,0.8654,0.8654,1.9038,0.3654,0.3654,0.8462
30432,1.0000,0.8235,0.3922,1.0196,0.3922,0.9020,0.8824,1.7451,0.3529,0.3529,0.8627
30592,1.0000,0.8077,0.3846,0.3846,0.3846,0.9038,0.8846,1.7308,0.3462,0.3462,0.8462
30752,1.0000,0.8077,0.3846,0.3846,0.3846,0.8846,0.8654,1.7500,0.3462,0.3462,0.8462
30912,1.0000,0.8077,0.3846,0.3846,0.3846,1.0577,0.8654,1.7500,0.3462,0.3462,0.8462
31072,1.0000,0.8235,0.3922,0.3922,0.3922,0.8824,0.8824,1.7647,0.3529,0.3529,0.8627
31232,1.0000,0.8269,0.3846,0.3846,0.3846,0.9038,0.8654,1.7308,0.3462,0.3462,0.8462
31392,1.0000,0.8235,0.3922,0.3922,0.3922,0.9020,0.9020,1.7451,0.3529,0.3529,0.8627
31552,1.0000,0.6176,0.2941,0.2941,0.2941,0.6912,0.6765,1.3235,0.2647,0.2647,0.6471
31712,1.0000,0.8077,0.3846,0.3846,0.3846,0.8654,0.8654,1.7500,0.3462,0.3462,0.8462
31872,1.0000,0.8269,0.3846,0.4038,0.3846,0.9038,0.8654,1.7500,0.3462,0.3462,0.8462
32040,1.0000,0.8077,0.3846,0.4038,0.3846,0.9038,0.8846,1.7308,0.3462,0.3462,0.8462
32208,1.0000,0.8269,0.3846,0.3846,0.3846,0.8846,0.8654,1.7308,0.3462,0.3462,0.8462
32376,1.0000,0.8269,0.3846,0.3846,0.3846,0.8846,0.8654,1.7308,0.3462,0.3462,0.8462
32544,1.0000,0.8431,0.3922,0.3922,0.3922,0.9020,0.9020,1.7843,0.3529,0.3529,0.8627
32712,1.0000,0.8077,0.3846,0.3846,0.4038,0.8846,0.8846,1.7692,0.3462,0.3462,0.8462
32880,1.0000,0.8462,0.4423,0.4423,0.4423,0.8846,0.8654,1.7308,0.4038,0.4038,0.9615
33048,1.0000,0.8462,0.4423,0.4423,0.4423,0.9423,0.8654,1.7115,0.4038,0.4038,0.9615
33216,1.0000,0.8302,0.4340,0.4340,0.4340,0.8868,0.8679,1.6981,0.3962,0.3962,0.9245
33384,1.0000,0.8462,0.4423,0.4423,0.4423,0.9038,0.8846,1.7500,0.4038,0.4038,0.9615
33552,1.0000,0.8302,0.4340,0.4340,0.4340,0.8679,0.8679,1.7170,0.3962,0.3962,0.9434
33728,1.0000,0.8462,0.4423,0.4423,0.4423,0.8846,0.8846,1.7500,0.4038,0.4038,0.9423
33904,1.0000,0.8302,0.4528,0.4717,0.4528,0.9057,0.8679,1.7170,0.4151,0.4151,1.1698
34080,1.0000,0.6471,0.3382,0.3382,0.5000,0.6912,0.6618,1.3382,0.3088,0.3088,0.7353
34256,1.0000,0.8462,0.4423,0.4423,0.4423,0.8846,0.8846,1.7692,0.4038,0.4038,0.9615
34432,1.0000,0.8491,0.4340,0.4340,0.4340,0.8679,0.8679,1.7170,0.3962,0.3962,0.9245
34608,1.0000,0.8491,0.4340,0.4340,0.4340,0.8868,0.8679,1.7358,0.3962,0.3962,0.9434
34784,1.0000,0.8302,0.4340,0.4340,0.4340,0.8679,0.8679,1.7170,0.3962,0.3962,0.9434
34960,1.0000,0.8333,0.4259,0.4259,0.4259,0.8519,0.8704,1.7037,0.3889,0.3889,0.9074
35136,1.0000,0.8491,0.4340,0.4340,0.4340,0.8868,0.8679,1.7358,0.3962,0.3962,0.9434
35320,1.0000,0.8491,0.4340,0.4340,0.4340,0.8679,0.8679,1.7358,0.3962,0.3962,1.0943
35504,1.0000,0.8491,0.4340,0.4340,0.4340,0.8868,0.8679,1.7358,0.3962,0.3962,0.9434
35688,1.0000,0.8491,0.4340,0.4340,0.4340,0.9057,0.8868,1.7547,0.3962,0.3962,0.9434
35872,1.0000,0.8654,0.4423,0.4423,0.4423,0.9038,0.8846,1.7885,0.4038,0.4038,0.9615
36056,1.0000,0.7097,0.3710,0.3710,0.3710,0.7581,0.7419,1.5000,0.3387,0.3387,0.8065
36240,1.0000,0.8654,0.4423,0.4423,0.4423,0.9231,0.8846,1.7885,0.4038,0.4038,0.9423
36424,1.0000,0.8491,0.4340,0.4340,0.4340,0.8868,0.8679,1.7547,0.3962,0.7358,0.9434
36608,1.0000,0.8491,0.4340,0.4340,0.4340,0.8868,0.8868,1.7170,0.3962,0.3962,0.9434
36792,1.0000,0.8491,0.4340,0.4340,0.4340,0.8868,0.8679,1.7547,0.3962,0.3962,0.9434
36984,1.0000,0.8491,0.4340,0.4340,0.4340,0.9057,0.8679,1.7358,0.3962,0.3962,0.9434
37176,1.0000,0.8491,0.4340,0.4340,0.4340,1.0189,0.8679,1.7358,0.3962,0.3962,0.9434
37368,1.0000,0.8491,0.4340,0.4340,0.4340,0.8868,0.8868,1.7547,0.3962,0.5472,0.9245
37560,1.0000,0.8491,0.4340,0.4340,0.4340,0.8679,0.8868,1.7358,0.3962,0.3962,0.9434
37752,1.0000,0.8491,0.4340,0.4340,0.4340,0.9245,0.8868,1.7547,0.3962,0.3962,0.9434
37944,1.0000,0.8491,0.4340,0.4528,0.4528,0.8868,0.8868,1.7170,0.3962,0.3962,0.9811
38136,1.0000,0.8491,0.4340,0.4340,0.4340,0.9057,0.9434,1.7736,0.3962,0.3962,0.9434
38328,1.0000,0.8491,0.4340,0.4340,0.4340,0.9057,0.9245,1.7358,0.3962,0.3962,0.9434
38528,1.0000,0.8491,0.4340,0.4340,0.4340,0.8868,0.8868,1.7547,0.3962,0.3962,0.9434
38728,1.0000,0.8491,0.4340,0.4340,0.4340,0.8868,0.8868,1.9623,0.3962,0.3962,0.9245
38928,1.0000,0.8519,0.4259,0.4259,0.4259,0.8704,0.8704,1.7222,0.6111,0.3889,0.9259
39128,1.0000,0.8333,0.4259,0.4444,0.4259,0.8704,0.9259,1.7037,0.3889,0.3889,0.9074
39328,1.0000,0.8519,0.4259,0.4259,0.4259,0.8889,0.8704,1.7222,0.3889,0.3889,0.9259
39528,1.0000,1.1296,0.4259,0.4259,0.4259,0.8704,0.8704,1.7222,0.3889,0.3889,0.9259
39728,1.0000,0.8519,0.4259,0.4259,0.4259,0.9259,0.8704,1.7222,0.4074,0.4074,0.9259
39928,1.0000,0.8333,0.4259,0.4259,0.4259,0.8889,0.8704,1.7222,0.3889,0.3889,0.9259
40136,1.0000,0.8491,0.4340,0.4340,0.4340,0.9434,0.8868,1.7547,0.3962,0.3962,0.9434
40344,1.0000,0.8519,0.4259,0.4444,0.4259,0.8889,0.8704,1.8889,0.3889,0.3889,0.9259
40552,1.0000,0.8333,0.4259,0.4259,0.4259,0.8889,0.8704,1.7222,0.3889,0.3889,0.9259
40760,1.0000,0.8679,0.4340,0.4528,0.4340,0.9057,0.8868,1.7547,0.3962,0.3962,0.9434
40968,1.0000,0.8519,0.4259,0.4444,0.4259,0.9074,0.8704,1.7407,0.3889,0.3889,0.9259
41176,1.0000,0.8519,0.4259,0.4259,0.4259,0.8889,0.8704,1.7407,0.3889,0.3889,0.9259
41384,1.0000,0.8333,0.4259,0.4259,0.4259,0.8704,0.8704,1.7593,0.3889,0.3889,0.9259
41592,1.0000,0.8364,0.4182,0.6545,0.4182,0.8909,0.8545,1.7091,0.3818,0.3818,0.9091
41808,1.0000,0.8333,0.4259,0.4259,0.4259,0.8889,1.0370,1.7593,0.3889,0.3889,0.9259
42024,1.0000,0.8519,0.4444,0.4444,0.4444,0.9259,0.8889,1.9815,0.4259,0.4259,0.9444
42240,1.0000,0.8333,0.4259,0.4259,0.4259,0.8889,0.8889,1.7222,0.3889,0.3889,0.9259
42456,1.0000,0.8519,0.4259,0.4259,0.4259,0.8889,0.8704,1.7593,0.3889,0.3889,0.9259
42672,1.0000,0.8333,0.4259,0.4259,0.4259,0.8889,0.8889,1.7222,0.3889,0.3889,0.9259
42888,1.0000,0.8333,0.4259,0.4259,0.4259,0.8704,0.8704,1.7778,0.3889,0.3889,0.9074
43104,1.0000,0.8519,0.4259,0.4444,0.4259,0.8889,0.8704,1.7407,0.3889,0.3889,0.9259
43328,1.0000,0.8519,0.4259,0.4444,0.4259,0.8889,0.8889,1.7407,0.3889,0.3889,0.9259
43552,1.0000,0.8519,0.4259,0.4444,0.4259,0.8889,0.8889,1.7593,0.3889,0.3889,0.9259
43776,1.0000,0.8364,0.4182,0.4182,0.5455,0.9091,0.8727,1.7273,0.3818,0.3818,0.9091
44000,1.0000,0.8364,0.4182,0.4364,0.4182,0.8727,0.8727,1.7273,0.3818,0.3818,0.9091
44224,1.0000,0.8364,0.4182,0.4182,0.4182,0.8909,0.8727,2.1273,0.3818,0.3818,0.9091
44448,1.0000,0.8519,0.4259,0.4444,0.4259,0.8889,0.8704,1.7407,0.3889,0.3889,0.9259
44672,1.0000,0.8545,0.4182,0.4182,0.4182,0.9091,0.8727,1.7273,0.3818,0.3818,0.9091
44904,1.0000,0.8364,0.4182,0.4182,0.4182,0.8727,0.8727,1.7273,0.3818,0.3818,0.9091
45136,1.0000,0.8364,0.4182,0.4364,0.4182,1.0364,0.8727,1.7455,0.3818,0.3818,0.9091
45368,1.0000,0.8333,0.4259,0.4444,0.4259,0.9259,0.8889,1.7778,0.3889,0.3889,0.9259
45600,1.0000,0.8364,0.4364,0.4182,0.4182,0.8909,0.8545,1.7273,0.3818,0.3818,0.8909
45832,1.0000,0.8364,0.4182,0.4364,0.4182,0.9091,0.8727,1.7273,0.3818,0.3818,0.9091
46064,1.0000,0.8519,0.4259,0.4259,0.4259,0.8889,0.8889,1.7407,0.3889,0.3889,0.9074
46296,1.0000,0.8704,0.4259,0.4444,0.4259,0.8889,0.8889,1.7778,0.3889,0.3889,0.9259
46536,1.0000,0.8364,0.4182,0.4364,0.4182,0.8727,0.8727,1.7273,0.3818,0.3818,0.8909
46776,1.0000,0.8519,0.4259,0.4444,0.4259,0.8889,0.8889,1.7593,0.3889,0.3889,0.9259
47016,1.0000,0.8364,0.4182,0.4182,0.4182,0.8727,0.8727,1.7455,1.0000,0.3818,0.8909
47256,1.0000,0.8364,0.4364,0.6727,0.4364,0.8909,0.8727,1.7636,0.4000,0.4000,0.9455
47496,1.0000,0.8364,0.4182,0.4364,0.4182,0.8727,0.8727,1.7455,0.3818,0.3818,0.9091
47736,1.0000,0.8364,0.4364,0.4364,0.4182,0.9091,0.8727,1.7455,0.3818,0.3818,0.9091
47976,1.0000,0.8364,0.4182,0.4364,0.4182,0.9091,0.8727,1.7455,0.3818,0.3818,0.9091
48224,1.0000,0.8545,0.4182,0.4364,0.4182,0.8909,0.8727,1.7818,0.3818,0.3818,0.9091
48472,1.0000,0.8364,0.4182,0.4364,0.4182,0.8909,0.8727,1.7455,0.3818,0.3818,0.9091
48720,1.0000,0.8214,0.4286,0.4286,0.4107,0.8750,0.8750,1.7321,0.3750,0.3750,1.0357
48968,1.0000,0.8364,0.4182,0.4364,0.4182,0.8909,0.9091,1.7636,0.3818,0.3818,0.8909
49216,1.0000,0.8364,0.4182,0.4364,0.4182,0.8909,0.8909,1.7636,0.6545,0.3818,0.9091
49464,1.0000,0.8182,0.4364,0.4364,0.4182,0.8909,0.9091,1.7636,0.3818,0.3818,0.9091
49720,1.0000,0.6479,0.3380,0.3380,0.3239,0.6901,0.6761,1.3521,0.2958,0.2958,0.7042
49976,1.0000,0.8364,0.4364,0.4364,0.4182,0.9091,0.8727,1.7455,0.3818,0.3818,0.9091
50232,1.0000,0.8364,0.4364,0.4364,0.4182,0.8909,0.8909,1.7818,0.3818,0.6182,0.9091
50488,1.0000,0.8182,0.4182,0.4364,0.4182,0.8909,0.8727,1.7273,0.3818,0.3818,0.8909
